Area_of_Cytoplasm,Label,Mean_protein_intensity_around_pbodies,Mean_protein_intensity_around_simulated_pbodies,Mean_protein_intensity_cytoplasm,Number_of_pbodies,SiteX,SiteY,Well
52160.0,27,58.514881865602945,52.81662921915291,46.71610429447853,17.0,0.0,0.0,E05
55056.0,28,51.01375176304654,58.444945422237545,51.53946890438826,14.0,0.0,0.0,E05
94739.0,14,54.185152057245084,49.956693817422085,42.76369816020857,22.0,0.0,0.0,E05
79842.0,35,47.18269653052262,54.325287970025265,45.72018486510859,10.0,0.0,0.0,E05
51296.0,9,48.56749311294766,53.15751295397121,44.43990642362803,11.0,0.0,0.0,E05
46761.0,12,44.715030408340574,51.36543482025195,45.18446996428648,11.0,0.0,0.0,E05
37212.0,31,66.41468005018821,63.35735810456891,52.68034504998388,9.0,0.0,0.0,E05
43310.0,32,63.859911894273125,61.05255650410959,52.91514661740938,5.0,0.0,0.0,E05
46165.0,15,62.43082021541011,55.37166952011279,46.681663597963826,8.0,0.0,0.0,E05
101933.0,13,52.24904423812124,52.73998356960326,43.04077187956795,17.0,0.0,0.0,E05
58684.0,36,44.71734475374733,53.896635434705715,44.50599822779633,7.0,0.0,0.0,E05
23479.0,10,63.55467869222097,76.70643246868153,60.79892670045572,5.0,0.0,0.0,E05
32743.0,33,61.13993871297242,57.97029452313271,49.284427205814985,5.0,0.0,0.0,E05
37128.0,17,62.29066575154427,57.8857061224563,48.828619909502265,19.0,0.0,0.0,E05
66492.0,8,52.41071902361369,51.84470513647535,46.45567887866209,17.0,0.0,0.0,E05
96096.0,19,53.0906781317178,55.14717826220196,47.38010947385948,24.0,0.0,0.0,E05
46335.0,20,61.56185012549301,56.8800877320841,50.58974857019532,14.0,0.0,0.0,E05
42396.0,37,54.71212121212121,60.13279036800116,50.93055948674403,13.0,0.0,0.0,E05
79150.0,29,41.396534148827726,56.54501426176855,48.487983320697495,6.0,0.0,0.0,E05
74673.0,24,57.69698692438886,58.92699653915246,52.210450899254084,18.0,0.0,0.0,E05
44421.0,22,63.320454545454545,64.5770180248042,56.11134373381959,11.0,0.0,1.0,E05
37164.0,35,52.437361419068736,61.23240553273165,55.46722634807879,10.0,0.0,1.0,E05
42371.0,28,62.86604127579737,66.44798125249145,61.04019448181453,13.0,0.0,1.0,E05
43446.0,6,61.3413612565445,60.81982952651412,48.97649956267551,11.0,0.0,1.0,E05
70945.0,19,50.17744497390515,53.7642192478108,48.92503946774921,21.0,0.0,1.0,E05
41366.0,17,72.13285457809695,61.22054464866112,55.18314557849442,12.0,0.0,1.0,E05
36746.0,13,57.13131313131313,57.47835622667216,48.07500340182338,18.0,0.0,1.0,E05
33680.0,16,67.03754469606675,59.293088083548675,51.35573040380047,10.0,0.0,1.0,E05
15748.0,25,57.40625,64.43374571283226,58.226568453136906,3.0,0.0,1.0,E05
56112.0,9,55.47240051347882,52.71874249240672,44.107570573139434,15.0,0.0,1.0,E05
78179.0,12,58.36831275720164,58.62370144892713,49.112034999744154,23.0,0.0,1.0,E05
52815.0,30,55.29396511079679,55.76309984937315,51.711862160371105,24.0,0.0,1.0,E05
25718.0,21,60.456112852664575,60.79222694329221,53.27890971304145,10.0,0.0,1.0,E05
33019.0,29,71.70028275212064,75.35608294870971,66.31996729155941,9.0,0.0,1.0,E05
39799.0,36,85.47659126775382,76.9833494875512,64.71823412648558,11.0,0.0,1.0,E05
18301.0,24,58.41291585127202,72.03208199408174,67.30736025353806,12.0,0.0,1.0,E05
17553.0,27,57.5821325648415,69.31751495161988,65.05360906967469,4.0,0.0,1.0,E05
44988.0,32,64.47364341085272,64.39809836888563,57.00720192051214,14.0,0.0,1.0,E05
57083.0,33,45.743964421855146,48.786750856546405,44.00818106967048,15.0,0.0,1.0,E05
44668.0,8,56.859078590785906,53.95448384433507,47.36345929972239,10.0,0.0,1.0,E05
37188.0,14,56.38967786629719,55.29442742390986,46.007932666451545,16.0,0.0,1.0,E05
27748.0,26,72.93662628145387,73.98059895218579,66.71658737024221,11.0,0.0,1.0,E05
52100.0,17,51.87835926449788,49.42864211920278,43.15270633397313,6.0,0.0,2.0,E05
32904.0,25,46.86946107784431,50.85426334989668,45.991080941219444,9.0,0.0,2.0,E05
52814.0,20,62.20949263502455,57.070500242968855,52.196614534025066,7.0,0.0,2.0,E05
55472.0,21,42.709377901578456,44.94983425504252,41.28637888131559,11.0,0.0,2.0,E05
31362.0,23,53.552742616033754,61.595723514836074,55.74886805688413,3.0,0.0,2.0,E05
40783.0,15,47.58767507002801,54.70571786704409,47.14449648137705,8.0,0.0,2.0,E05
63554.0,29,46.7137669197755,53.66563012376812,46.89561632627372,15.0,0.0,2.0,E05
47724.0,26,52.62020766773163,57.57242382090378,49.27172910904367,15.0,0.0,2.0,E05
25580.0,32,55.26622989874925,66.02569374652208,53.69324002033077,9.0,0.0,2.0,E05
41957.0,12,47.17601380500432,54.22026249255039,48.18317244666905,12.0,0.0,2.0,E05
71691.0,19,49.14572864321608,50.40165805545344,43.50410825137755,10.0,0.0,2.0,E05
44216.0,11,47.140969162995596,58.61557650762038,50.98844309752126,5.0,0.0,2.0,E05
69778.0,24,48.43648449039882,52.75967868227367,45.06706985009602,21.0,0.0,2.0,E05
40193.0,18,56.27224513847967,56.07900199683305,47.49015997810564,9.0,0.0,2.0,E05
28434.0,34,84.21991701244814,68.56620385269052,56.51593163114581,4.0,0.0,2.0,E05
58566.0,9,47.768400604360025,52.21901403660371,46.630795239152334,23.0,0.0,2.0,E05
69824.0,10,56.48177339901478,54.919166450643516,47.226669912923924,24.0,0.0,2.0,E05
74857.0,22,52.876352902591016,52.4278140320816,44.746570127042226,16.0,0.0,2.0,E05
42618.0,30,55.47908232118758,53.053331929630666,48.741071847576144,4.0,0.0,2.0,E05
18101.0,12,56.8733986435569,67.85068724146116,61.61692724158886,9.0,0.0,3.0,E05
24849.0,42,52.54146806482364,53.00841422618652,45.00262234235688,6.0,0.0,3.0,E05
28485.0,53,57.62290502793296,64.73976401500657,54.89043356152361,8.0,0.0,3.0,E05
14917.0,28,54.70153496304719,68.9846736508999,62.5846349802239,13.0,0.0,3.0,E05
28577.0,49,64.4326923076923,63.733655845831656,54.02180074885398,4.0,0.0,3.0,E05
48630.0,25,58.7426326129666,59.62713415900238,53.9216021065191,14.0,0.0,3.0,E05
40609.0,9,54.51815642458101,66.24622903885611,58.95168760778517,11.0,0.0,3.0,E05
46194.0,21,58.45772266065389,59.932908532899845,56.39764904533056,18.0,0.0,3.0,E05
87096.0,17,58.88671397112797,57.03962807002345,50.76448771974142,20.0,0.0,3.0,E05
43730.0,39,46.687230514096186,54.58526259843767,49.56592728104276,18.0,0.0,3.0,E05
13881.0,41,56.41649196366178,53.54156878233519,51.312052117263846,7.0,0.0,3.0,E05
56518.0,13,45.69733534439417,58.48202880057904,55.10481616476167,12.0,0.0,3.0,E05
43544.0,32,49.4749430523918,60.85882746077988,54.11057780635679,11.0,0.0,3.0,E05
41741.0,8,66.20499108734403,60.325479717114966,54.99968855561678,3.0,0.0,3.0,E05
45114.0,36,53.27777777777778,57.08199400792618,47.633550560801524,11.0,0.0,3.0,E05
32792.0,54,62.26659038901602,60.54028948097344,49.17015818725951,7.0,0.0,3.0,E05
51758.0,48,57.68394648829432,55.962094848992486,47.79979906487886,5.0,0.0,3.0,E05
35409.0,56,60.677830188679245,56.59558970225258,47.12299132988788,10.0,0.0,3.0,E05
31824.0,33,57.7630615640599,59.70045162242685,52.073340874811464,21.0,0.0,3.0,E05
38980.0,30,56.86169284467714,55.478019378400184,51.0624166239097,12.0,0.0,3.0,E05
52242.0,51,46.99384885764499,48.261215578715706,43.55072546992841,11.0,0.0,3.0,E05
50951.0,26,62.46178861788618,61.467785015950625,55.58622381877785,29.0,0.0,3.0,E05
43066.0,27,63.466914805624484,63.751748511663536,58.57929689314076,13.0,0.0,3.0,E05
47402.0,40,52.80438842203548,54.9756356810511,50.68619467533016,12.0,0.0,3.0,E05
27818.0,47,54.66606170598911,51.00761158364247,44.60855310563482,8.0,0.0,3.0,E05
28620.0,11,68.67928541046363,71.23246880025923,65.13610916724983,13.0,0.0,3.0,E05
40213.0,35,50.6662927650028,53.78576073870154,46.60609753064929,9.0,0.0,3.0,E05
53955.0,23,50.49896136269215,53.86592927282528,50.56613844870726,13.0,0.0,3.0,E05
30240.0,19,52.4757822546078,65.61974542815105,58.11441798941799,14.0,0.0,3.0,E05
37732.0,43,48.01374775851763,54.78689738991481,49.87792854871197,9.0,0.0,3.0,E05
38855.0,22,58.92725880551302,58.287641042055554,54.73488611504311,13.0,0.0,3.0,E05
47656.0,16,56.09546351084813,59.819651032183245,54.07065217391305,12.0,0.0,3.0,E05
30941.0,14,67.87993421052632,67.19953593094931,59.308458033030604,10.0,0.0,3.0,E05
28038.0,52,40.6913680781759,56.75552835481475,47.690669805264285,7.0,0.0,3.0,E05
18976.0,37,50.180851063829785,56.773542589231845,54.12903225806452,8.0,0.0,3.0,E05
40574.0,15,60.237662337662336,68.43250584906214,62.38223985803717,13.0,0.0,3.0,E05
21644.0,54,49.51119402985075,57.37669883395198,48.928109406764,6.0,0.0,4.0,E05
18921.0,17,58.93988684582744,60.328817874355046,57.06437291897891,7.0,0.0,4.0,E05
47962.0,9,70.70601653835186,64.9595776770017,54.84160376965097,15.0,0.0,4.0,E05
24907.0,13,57.85954381752701,64.22868456521647,58.05484401975348,9.0,0.0,4.0,E05
53157.0,16,46.92938420348059,56.033770920319185,48.658125928852265,15.0,0.0,4.0,E05
41444.0,38,54.01782077393075,52.84973880278284,47.023694624071034,11.0,0.0,4.0,E05
16264.0,43,52.561052631578946,60.50427814173846,56.7836325627152,18.0,0.0,4.0,E05
59033.0,30,49.541415423675026,52.73615008066151,49.17818847085528,16.0,0.0,4.0,E05
46870.0,60,59.23519163763066,63.11753538278529,49.08553445700875,3.0,0.0,4.0,E05
53863.0,32,52.31184703331362,57.320110849304655,52.622765163470284,26.0,0.0,4.0,E05
31681.0,28,42.9739837398374,58.44148294804355,55.269467504182316,7.0,0.0,4.0,E05
51029.0,39,54.8171771392485,53.27864818314586,48.826098884947776,17.0,0.0,4.0,E05
22922.0,41,49.62051569506726,49.622608670813385,46.93255387837012,11.0,0.0,4.0,E05
31116.0,25,52.565649867374006,59.287294974569484,55.96704644482458,8.0,0.0,4.0,E05
45162.0,58,48.99470899470899,57.8342106868292,49.99107656879678,4.0,0.0,4.0,E05
46056.0,49,45.90653008962868,59.636376756133586,52.92931442593759,14.0,0.0,4.0,E05
64213.0,44,43.86179981634527,53.266425511666746,45.340445081214085,10.0,0.0,4.0,E05
25587.0,12,62.794582392776526,63.141546617364156,58.8717708211201,9.0,0.0,4.0,E05
64243.0,22,52.50737684421105,56.98162298682317,53.22258375887408,20.0,0.0,4.0,E05
24389.0,15,60.18515123739688,63.99989941629509,59.91910287424658,6.0,0.0,4.0,E05
31143.0,45,54.55965500718735,64.94746426546877,58.29001477864165,11.0,0.0,4.0,E05
24639.0,51,46.21272365805169,59.310792496746245,48.725516457648446,4.0,0.0,4.0,E05
39158.0,46,58.0152198421646,56.89407480240347,50.52632923029777,8.0,0.0,4.0,E05
40052.0,10,46.30577367205543,50.53072666900681,45.45056426645361,12.0,0.0,4.0,E05
43721.0,57,53.86004514672686,50.2352539745692,44.13698222821985,4.0,0.0,4.0,E05
59559.0,11,46.99019316493313,51.88114186673697,47.173575781997684,16.0,0.0,4.0,E05
30568.0,36,56.76964903608502,53.59168931455474,51.30800183198116,12.0,0.0,4.0,E05
31890.0,42,54.25119490175252,57.23120963421035,53.23251803073064,10.0,0.0,4.0,E05
70370.0,14,57.78301359657292,55.84134414077717,50.25755293448913,25.0,0.0,4.0,E05
31581.0,37,62.35854765506808,61.08992689636346,57.58633355498559,7.0,0.0,4.0,E05
38733.0,53,49.11917258413091,50.05717426157899,46.58392068778561,17.0,0.0,4.0,E05
28471.0,48,54.28129994672349,57.09471780542818,48.54033929261354,10.0,0.0,4.0,E05
26203.0,20,59.565284178187405,68.0120547769041,61.0866694653284,7.0,0.0,4.0,E05
57055.0,31,52.86390149060272,55.062648715957366,50.0107440189291,16.0,0.0,5.0,E05
57320.0,27,57.903473161930535,58.07190691035814,53.589654570830426,25.0,0.0,5.0,E05
63659.0,43,52.274771024146546,53.47884468298976,48.15012802588794,17.0,0.0,5.0,E05
34627.0,33,55.53155201819215,53.80997060937713,48.681029254627894,10.0,0.0,5.0,E05
79190.0,8,51.73848069738481,50.106617651490325,43.56667508523803,18.0,0.0,5.0,E05
43045.0,20,50.897294818890416,56.92987296248107,47.22539203159484,12.0,0.0,5.0,E05
54154.0,17,52.866336633663366,58.1597419312993,52.94912656498135,13.0,0.0,5.0,E05
27543.0,34,60.288007554296506,66.81421562904801,59.52172965907853,5.0,0.0,5.0,E05
72067.0,11,55.199666759233544,55.99920943408456,48.60249490057863,18.0,0.0,5.0,E05
60725.0,30,56.03944315545244,58.33622857120068,54.72205846027172,34.0,0.0,5.0,E05
52593.0,28,55.659903381642515,59.887455074366216,54.14914532352214,11.0,0.0,5.0,E05
75076.0,9,55.845746498120945,53.42329588765794,46.2816079705898,28.0,0.0,5.0,E05
53302.0,29,55.08685162846803,53.744732312555435,47.181287756556976,13.0,0.0,5.0,E05
53328.0,40,58.94467213114754,69.26435128815871,60.691044104410445,7.0,0.0,5.0,E05
45464.0,37,53.37858087263111,56.51391146898988,51.4746832658807,10.0,0.0,5.0,E05
49864.0,26,51.02465826856071,56.291655255648365,48.05783731750361,17.0,0.0,5.0,E05
56947.0,42,57.44257646343934,58.808886294304436,53.146763373256995,25.0,0.0,5.0,E05
57644.0,39,48.8124183006536,60.01394645561833,49.385035736590105,8.0,0.0,5.0,E05
60493.0,19,45.6378453038674,51.521552579379346,47.10875638503629,19.0,0.0,5.0,E05
76576.0,15,49.93125919697288,47.673857218536526,43.2958368157125,25.0,0.0,5.0,E05
34966.0,35,47.90926640926641,57.960935664087344,50.71237773837442,3.0,0.0,5.0,E05
37949.0,38,59.11543624161074,59.282029373048545,52.83896808875069,6.0,0.0,5.0,E05
92446.0,10,54.460466084061586,54.396240838385026,48.49726326720464,21.0,0.0,5.0,E05
47725.0,44,54.544920235096555,54.119284492850646,47.765615505500264,10.0,0.0,5.0,E05
39832.0,22,46.70073589533933,55.54642163447966,49.47971480216911,15.0,0.0,5.0,E05
54664.0,12,68.95713391739675,64.9434985256829,56.42013025025611,14.0,0.0,5.0,E05
54786.0,43,64.67348184314922,64.04472299912304,55.91163800971051,16.0,1.0,0.0,E05
55639.0,31,61.60016454134101,63.87303796034006,56.62470569205054,11.0,1.0,0.0,E05
56930.0,26,56.03242497412901,63.540936501520434,56.61486035482171,16.0,1.0,0.0,E05
39324.0,10,55.1933110367893,56.61486019799162,47.76327433628319,7.0,1.0,0.0,E05
68527.0,44,53.060189359783585,54.4842559909458,48.81092124272185,24.0,1.0,0.0,E05
29860.0,32,66.55928308823529,71.13245367795034,66.04916275954454,10.0,1.0,0.0,E05
36968.0,5,57.15808426359381,56.144011713098756,49.892826228089156,16.0,1.0,0.0,E05
46875.0,13,53.55980629539952,58.80780544588162,53.78250666666667,11.0,1.0,0.0,E05
67019.0,28,62.39924771628157,57.333405783071356,53.27105746131694,8.0,1.0,0.0,E05
41986.0,20,55.176520270270274,55.374980805719154,52.27794979278807,5.0,1.0,0.0,E05
43503.0,50,51.32342657342657,58.7403392052208,48.491529319817026,3.0,1.0,0.0,E05
72234.0,16,58.97605732261447,59.04867693236025,55.56859650580059,27.0,1.0,0.0,E05
15715.0,9,53.37757437070938,58.04672965922023,55.57989182309895,3.0,1.0,0.0,E05
43092.0,33,58.84688195991091,55.882195732836266,51.43244685788545,9.0,1.0,0.0,E05
41269.0,46,46.762550881953864,53.927302637972446,48.188373839928275,20.0,1.0,0.0,E05
48199.0,48,43.26253918495298,53.253186270015384,48.955683727878174,7.0,1.0,0.0,E05
32532.0,38,45.88992974238876,63.04781583687813,58.68537425425918,8.0,1.0,0.0,E05
69576.0,30,64.34805027392845,68.89274593490413,65.04735828446591,23.0,1.0,0.0,E05
54679.0,8,48.73739812858437,52.894948429951626,47.18866475246438,16.0,1.0,0.0,E05
58546.0,24,55.40778533635677,58.85428736268425,52.36067365831995,13.0,1.0,0.0,E05
42950.0,21,59.111361926260344,64.96045320103069,59.010081490104774,13.0,1.0,0.0,E05
49747.0,42,59.061565017261216,61.310907925001366,55.695881158662836,17.0,1.0,0.0,E05
23084.0,22,52.23768472906404,56.02732098836458,50.13522530329289,6.0,1.0,0.0,E05
67482.0,49,54.005765765765766,53.517870612242625,47.961782401232924,16.0,1.0,0.0,E05
25383.0,6,47.53391304347826,56.924381327878734,51.53354607414411,3.0,1.0,0.0,E05
51069.0,12,56.86622073578595,57.96648105691663,53.97556247429948,21.0,1.0,0.0,E05
104322.0,8,43.43876080691643,45.48880277622615,41.4428979505761,7.0,1.0,1.0,E05
52404.0,9,52.16533226581265,56.56905820083197,50.501774673689035,27.0,1.0,1.0,E05
35118.0,14,52.75424795468848,55.674522657354025,51.24286690586024,18.0,1.0,1.0,E05
79387.0,19,56.35109773371105,56.47258267596803,49.78592212830816,28.0,1.0,1.0,E05
67668.0,11,49.73369148119724,49.76545035887541,43.56193474020216,14.0,1.0,1.0,E05
122931.0,12,47.39837398373984,50.523525868328306,42.84479098030602,11.0,1.0,1.0,E05
86201.0,21,50.468450479233226,54.5861685419711,45.75312351364833,12.0,1.0,1.0,E05
57617.0,15,46.21702404158545,57.19683708502332,48.53326275231269,8.0,1.0,1.0,E05
87858.0,18,53.33219087793304,54.18741109265742,47.324887887272645,19.0,1.0,1.0,E05
53041.0,5,51.447257383966246,52.748086244097024,47.28317716483475,20.0,1.0,1.0,E05
97966.0,23,52.58520710059172,50.05918484475433,42.694506257272934,15.0,1.0,1.0,E05
52815.0,34,58.38439981317141,52.91677520830039,44.33282211492947,13.0,1.0,2.0,E05
46078.0,9,48.07618369526522,54.9762018628047,48.21044750206172,14.0,1.0,2.0,E05
53630.0,18,57.76592943654555,60.28470179109562,55.56151407794145,19.0,1.0,2.0,E05
94897.0,6,50.06955351133049,46.115403496237356,41.00768492847429,26.0,1.0,2.0,E05
64387.0,32,62.65823058619944,64.48389755327699,57.98995138770248,22.0,1.0,2.0,E05
25355.0,17,47.45336787564767,57.93629527933335,49.06385165856166,4.0,1.0,2.0,E05
44737.0,20,41.27946627131208,47.07419100912673,42.176431142007736,7.0,1.0,2.0,E05
66436.0,27,61.2725844461901,63.09569826943064,54.24265458486363,9.0,1.0,2.0,E05
52650.0,30,62.64801627670397,65.74889193071436,61.98250712250712,19.0,1.0,2.0,E05
77016.0,7,54.9818765338871,56.30701952486027,49.148280876700944,27.0,1.0,2.0,E05
43660.0,26,43.970873786407765,56.50734079935292,48.65739807604214,4.0,1.0,2.0,E05
64301.0,14,56.0331810053646,57.78353026994064,53.69482589695339,23.0,1.0,2.0,E05
49827.0,35,54.59013398294763,49.8984063227985,41.87769683103538,8.0,1.0,2.0,E05
47958.0,22,57.495724137931035,61.900714625898075,53.47933608574169,18.0,1.0,2.0,E05
37484.0,28,52.53503390377785,55.73379461142254,48.883016753814964,18.0,1.0,2.0,E05
64118.0,19,51.26362149238707,53.14410548418002,49.09030225521694,42.0,1.0,2.0,E05
53862.0,36,64.2888180187363,67.69493628992056,63.22756303145074,26.0,1.0,2.0,E05
57618.0,10,45.82827687776141,51.29803526074972,46.83584990801486,16.0,1.0,2.0,E05
53089.0,15,43.501822157434404,45.44130108867027,41.07747367627945,15.0,1.0,2.0,E05
67598.0,37,62.08145269765357,60.08763802970333,54.645817923607204,37.0,1.0,2.0,E05
50402.0,14,51.630434782608695,52.92862187421513,48.69921828498869,24.0,1.0,3.0,E05
62312.0,8,56.58095238095238,55.906447182335306,50.745827448966494,28.0,1.0,3.0,E05
95318.0,10,58.566049511129606,53.8529382422834,47.71539478377641,22.0,1.0,3.0,E05
75674.0,6,50.23653056293791,42.896099154329676,37.77399106694505,22.0,1.0,3.0,E05
43394.0,18,52.260058067192034,59.46311534381854,54.584965663455776,13.0,1.0,3.0,E05
48096.0,15,53.880887268307504,54.14506524702873,51.38639387890885,18.0,1.0,3.0,E05
47053.0,13,55.82111015243026,58.36134919906555,54.22083607846471,18.0,1.0,3.0,E05
70943.0,3,53.94682037932317,45.28689135502929,37.82092665943081,13.0,1.0,3.0,E05
59897.0,4,39.04324979789814,42.11552500435846,38.1065996627544,13.0,1.0,3.0,E05
57879.0,20,59.40146627565982,54.580863800543405,48.85509424834569,16.0,1.0,3.0,E05
68164.0,17,48.427012278308325,54.45741126508682,49.59221548979622,18.0,1.0,3.0,E05
58279.0,7,54.49576669802446,53.15334983199166,47.69894816314625,14.0,1.0,3.0,E05
49796.0,9,52.00868535333596,53.9912506084239,51.30373925616515,13.0,1.0,3.0,E05
54027.0,12,62.25160256410256,60.42499622280332,56.17126621874248,9.0,1.0,3.0,E05
45949.0,19,54.73408323959505,54.04252433321451,51.065115671723,23.0,1.0,3.0,E05
15621.0,41,63.80452674897119,66.68729655682938,58.94289738172972,13.0,1.0,4.0,E05
59295.0,36,70.30727650727651,66.88099261497972,56.91989206509824,10.0,1.0,4.0,E05
41870.0,24,65.1142952349217,66.2018396652096,57.60085980415572,15.0,1.0,4.0,E05
44136.0,32,51.47820823244552,58.65803039020946,54.355613458706245,5.0,1.0,4.0,E05
40043.0,55,56.345338983050844,57.42155604216263,45.287565866693306,5.0,1.0,4.0,E05
14890.0,8,79.29252437703141,76.47140358292717,71.17924781732707,5.0,1.0,4.0,E05
14667.0,16,55.48684210526316,69.16824726489264,66.17353904969961,7.0,1.0,4.0,E05
38522.0,17,56.21437422552664,61.839530848649545,58.282072581901254,13.0,1.0,4.0,E05
44610.0,43,70.25128549072211,73.48340603247128,66.42519614436225,19.0,1.0,4.0,E05
35070.0,51,48.28293601003764,58.5634123377496,48.327259766181925,9.0,1.0,4.0,E05
33531.0,7,67.05379557680813,67.66582804182873,63.618382988875965,10.0,1.0,4.0,E05
52006.0,34,58.07069943289225,55.19370742115073,49.56537707187632,13.0,1.0,4.0,E05
20604.0,52,64.88944305901911,66.61305279408289,56.566249271986024,11.0,1.0,4.0,E05
65008.0,49,50.630158318193615,53.38822714402968,44.249153950283045,22.0,1.0,4.0,E05
29007.0,54,67.95715147857574,63.65542686930647,51.323266797669525,12.0,1.0,4.0,E05
53846.0,26,52.321157495256166,56.19927988323221,53.31658804739442,10.0,1.0,4.0,E05
